1775986973.070226 server started (521): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1775986973.070241 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1775986973.070246 using libevent 2.1.12-stable poll
1775986973.070247 using ncurses 6.4 20240113
1775986973.083620 yylex_token: -1p(jump to forward)
1775986973.083621 yylex_token: end at WS
1775986973.083622 yylex_token: send
1775986973.083623 yylex_token: end at WS
1775986973.083624 yylex_token: -X
1775986973.083625 yylex_token: end at WS
1775986973.083626 yylex_token: jump-to-forward
1775986973.083627 yylex_token: end at WS
1775986973.083628 yylex_token: %%
1775986973.083630 cmd_parse_build_commands 0:0: bind
1775986973.083631 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083632 cmd_parse_build_commands 0:2: t
1775986973.083634 cmd_parse_build_commands 0:3 0:0: command-prompt
1775986973.083635 cmd_parse_build_commands 0:3 0:1: -1p(jump to forward)
1775986973.083636 cmd_parse_build_commands 0:3 0:2 0:0: send
1775986973.083637 cmd_parse_build_commands 0:3 0:2 0:1: -X
1775986973.083638 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-forward
1775986973.083639 cmd_parse_build_commands 0:3 0:2 0:3: %%
1775986973.083641 cmd_parse_build_commands 0:0: command-prompt
1775986973.083642 cmd_parse_build_commands 0:1: -1p(jump to forward)
1775986973.083643 cmd_parse_build_commands 0:2 0:0: send
1775986973.083645 cmd_parse_build_commands 0:2 0:1: -X
1775986973.083646 cmd_parse_build_commands 0:2 0:2: jump-to-forward
1775986973.083647 cmd_parse_build_commands 0:2 0:3: %%
1775986973.083648 cmd_parse_build_commands 0:0: send
1775986973.083649 cmd_parse_build_commands 0:1: -X
1775986973.083650 cmd_parse_build_commands 0:2: jump-to-forward
1775986973.083651 cmd_parse_build_commands 0:3: %%
1775986973.083654 args_parse_flags: next -X
1775986973.083655 args_parse_flags: -X
1775986973.083656 args_parse_flags: next jump-to-forward
1775986973.083659 args_parse: flags end at 2 of 4
1775986973.083660 args_parse: 2 = jump-to-forward (type STRING)
1775986973.083661 args_parse: 3 = %% (type STRING)
1775986973.083664 cmd_parse_build_commands: send-keys -X jump-to-forward "%%"
1775986973.083665 args_parse_flags: next -1p(jump to forward)
1775986973.083666 args_parse_flags: -1
1775986973.083668 args_parse_flag_argument: -p = (jump to forward)
1775986973.083669 args_parse: flags end at 2 of 3
1775986973.083671 args_parse: 2 = send-keys -X jump-to-forward "%%" (type COMMANDS)
1775986973.083675 cmd_parse_build_commands: command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1775986973.083676 args_parse_flags: next -Tcopy-mode
1775986973.083677 args_parse_flag_argument: -T = copy-mode
1775986973.083678 args_parse_flags: next t
1775986973.083679 args_parse: flags end at 2 of 4
1775986973.083680 args_parse: 2 = t (type STRING)
1775986973.083684 args_parse: 3 = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } (type COMMANDS)
1775986973.083689 cmd_parse_build_commands: bind-key -T copy-mode t { command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } }
1775986973.083691 cmdq_get_command: [bind-key/0x616815b67d50] group 1547
1775986973.083693 cmdq_append <global>: [bind-key/0x616815b67d50]
1775986973.083697 yylex_token: end at WS
1775986973.083698 yylex_token: bind
1775986973.083700 yylex_token: end at WS
1775986973.083701 yylex_token: -Tcopy-mode
1775986973.083702 yylex_token: end at WS
1775986973.083703 yylex_token: Home
1775986973.083704 yylex_token: end at WS
1775986973.083705 yylex_token: send
1775986973.083706 yylex_token: end at WS
1775986973.083707 yylex_token: -X
1775986973.083708 yylex_token: end at WS
1775986973.083709 yylex_token: start-of-line
1775986973.083710 cmd_parse_build_commands 0:0: bind
1775986973.083711 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083712 cmd_parse_build_commands 0:2: Home
1775986973.083714 cmd_parse_build_commands 0:3 0:0: send
1775986973.083715 cmd_parse_build_commands 0:3 0:1: -X
1775986973.083716 cmd_parse_build_commands 0:3 0:2: start-of-line
1775986973.083718 cmd_parse_build_commands 0:0: send
1775986973.083719 cmd_parse_build_commands 0:1: -X
1775986973.083720 cmd_parse_build_commands 0:2: start-of-line
1775986973.083722 args_parse_flags: next -X
1775986973.083723 args_parse_flags: -X
1775986973.083724 args_parse_flags: next start-of-line
1775986973.083725 args_parse: flags end at 2 of 3
1775986973.083726 args_parse: 2 = start-of-line (type STRING)
1775986973.083729 cmd_parse_build_commands: send-keys -X start-of-line
1775986973.083730 args_parse_flags: next -Tcopy-mode
1775986973.083731 args_parse_flag_argument: -T = copy-mode
1775986973.083732 args_parse_flags: next Home
1775986973.083733 args_parse: flags end at 2 of 4
1775986973.083734 args_parse: 2 = Home (type STRING)
1775986973.083736 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1775986973.083740 cmd_parse_build_commands: bind-key -T copy-mode Home { send-keys -X start-of-line }
1775986973.083741 cmdq_get_command: [bind-key/0x616815b67a90] group 1559
1775986973.083743 cmdq_append <global>: [bind-key/0x616815b67a90]
1775986973.083745 yylex_token: end at WS
1775986973.083746 yylex_token: bind
1775986973.083747 yylex_token: end at WS
1775986973.083748 yylex_token: -Tcopy-mode
1775986973.083749 yylex_token: end at WS
1775986973.083750 yylex_token: End
1775986973.083751 yylex_token: end at WS
1775986973.083752 yylex_token: send
1775986973.083753 yylex_token: end at WS
1775986973.083754 yylex_token: -X
1775986973.083755 yylex_token: end at WS
1775986973.083756 yylex_token: end-of-line
1775986973.083758 cmd_parse_build_commands 0:0: bind
1775986973.083759 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083760 cmd_parse_build_commands 0:2: End
1775986973.083761 cmd_parse_build_commands 0:3 0:0: send
1775986973.083762 cmd_parse_build_commands 0:3 0:1: -X
1775986973.083763 cmd_parse_build_commands 0:3 0:2: end-of-line
1775986973.083765 cmd_parse_build_commands 0:0: send
1775986973.083768 cmd_parse_build_commands 0:1: -X
1775986973.083769 cmd_parse_build_commands 0:2: end-of-line
1775986973.083771 args_parse_flags: next -X
1775986973.083772 args_parse_flags: -X
1775986973.083773 args_parse_flags: next end-of-line
1775986973.083775 args_parse: flags end at 2 of 3
1775986973.083776 args_parse: 2 = end-of-line (type STRING)
1775986973.083778 cmd_parse_build_commands: send-keys -X end-of-line
1775986973.083779 args_parse_flags: next -Tcopy-mode
1775986973.083780 args_parse_flag_argument: -T = copy-mode
1775986973.083781 args_parse_flags: next End
1775986973.083782 args_parse: flags end at 2 of 4
1775986973.083783 args_parse: 2 = End (type STRING)
1775986973.083785 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1775986973.083788 cmd_parse_build_commands: bind-key -T copy-mode End { send-keys -X end-of-line }
1775986973.083790 cmdq_get_command: [bind-key/0x616815b680f0] group 1567
1775986973.083791 cmdq_append <global>: [bind-key/0x616815b680f0]
1775986973.083793 yylex_token: end at WS
1775986973.083794 yylex_token: bind
1775986973.083796 yylex_token: end at WS
1775986973.083797 yylex_token: -Tcopy-mode
1775986973.083798 yylex_token: end at WS
1775986973.083799 yylex_token: MouseDown1Pane
1775986973.083800 yylex_token: end at EOF
1775986973.083801 yylex_token: select-pane
1775986973.083802 cmd_parse_build_commands 0:0: bind
1775986973.083804 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083805 cmd_parse_build_commands 0:2: MouseDown1Pane
1775986973.083806 cmd_parse_build_commands 0:3: select-pane
1775986973.083807 args_parse_flags: next -Tcopy-mode
1775986973.083808 args_parse_flag_argument: -T = copy-mode
1775986973.083809 args_parse_flags: next MouseDown1Pane
1775986973.083810 args_parse: flags end at 2 of 4
1775986973.083812 args_parse: 2 = MouseDown1Pane (type STRING)
1775986973.083813 args_parse: 3 = select-pane (type STRING)
1775986973.083816 cmd_parse_build_commands: bind-key -T copy-mode MouseDown1Pane select-pane
1775986973.083817 cmdq_get_command: [bind-key/0x616815b670d0] group 1575
1775986973.083818 cmdq_append <global>: [bind-key/0x616815b670d0]
1775986973.083820 yylex_token: end at WS
1775986973.083821 yylex_token: bind
1775986973.083822 yylex_token: end at WS
1775986973.083823 yylex_token: -Tcopy-mode
1775986973.083825 yylex_token: end at WS
1775986973.083825 yylex_token: MouseDrag1Pane
1775986973.083827 yylex_token: end at ;
1775986973.083828 yylex_token: select-pane
1775986973.083829 yylex_token: end at WS
1775986973.083830 yylex_token: send
1775986973.083831 yylex_token: end at WS
1775986973.083832 yylex_token: -X
1775986973.083833 yylex_token: end at WS
1775986973.083834 yylex_token: begin-selection
1775986973.083836 cmd_parse_build_commands 0:0: bind
1775986973.083837 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083838 cmd_parse_build_commands 0:2: MouseDrag1Pane
1775986973.083839 cmd_parse_build_commands 0:3 0:0: select-pane
1775986973.083840 cmd_parse_build_commands 0:3 1:0: send
1775986973.083841 cmd_parse_build_commands 0:3 1:1: -X
1775986973.083843 cmd_parse_build_commands 0:3 1:2: begin-selection
1775986973.083844 cmd_parse_build_commands 0:0: select-pane
1775986973.083845 cmd_parse_build_commands 1:0: send
1775986973.083846 cmd_parse_build_commands 1:1: -X
1775986973.083847 cmd_parse_build_commands 1:2: begin-selection
1775986973.083850 args_parse: flags end at 1 of 1
1775986973.083852 args_parse_flags: next -X
1775986973.083853 args_parse_flags: -X
1775986973.083854 args_parse_flags: next begin-selection
1775986973.083855 args_parse: flags end at 2 of 3
1775986973.083856 args_parse: 2 = begin-selection (type STRING)
1775986973.083858 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1775986973.083860 args_parse_flags: next -Tcopy-mode
1775986973.083861 args_parse_flag_argument: -T = copy-mode
1775986973.083862 args_parse_flags: next MouseDrag1Pane
1775986973.083863 args_parse: flags end at 2 of 4
1775986973.083864 args_parse: 2 = MouseDrag1Pane (type STRING)
1775986973.083866 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1775986973.083872 cmd_parse_build_commands: bind-key -T copy-mode MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1775986973.083874 cmdq_get_command: [bind-key/0x616815b68bc0] group 1579
1775986973.083875 cmdq_append <global>: [bind-key/0x616815b68bc0]
1775986973.083879 yylex_token: end at WS
1775986973.083880 yylex_token: bind
1775986973.083881 yylex_token: end at WS
1775986973.083882 yylex_token: -Tcopy-mode
1775986973.083883 yylex_token: end at WS
1775986973.083884 yylex_token: MouseDragEnd1Pane
1775986973.083885 yylex_token: end at WS
1775986973.083886 yylex_token: send
1775986973.083887 yylex_token: end at WS
1775986973.083888 yylex_token: -X
1775986973.083890 yylex_token: end at WS
1775986973.083891 yylex_token: copy-pipe-and-cancel
1775986973.083892 cmd_parse_build_commands 0:0: bind
1775986973.083893 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083894 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1775986973.083895 cmd_parse_build_commands 0:3 0:0: send
1775986973.083897 cmd_parse_build_commands 0:3 0:1: -X
1775986973.083898 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1775986973.083899 cmd_parse_build_commands 0:0: send
1775986973.083900 cmd_parse_build_commands 0:1: -X
1775986973.083902 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1775986973.083904 args_parse_flags: next -X
1775986973.083905 args_parse_flags: -X
1775986973.083906 args_parse_flags: next copy-pipe-and-cancel
1775986973.083907 args_parse: flags end at 2 of 3
1775986973.083908 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1775986973.083910 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1775986973.083911 args_parse_flags: next -Tcopy-mode
1775986973.083913 args_parse_flag_argument: -T = copy-mode
1775986973.083914 args_parse_flags: next MouseDragEnd1Pane
1775986973.083915 args_parse: flags end at 2 of 4
1775986973.083916 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1775986973.083918 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1775986973.083922 cmd_parse_build_commands: bind-key -T copy-mode MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1775986973.083923 cmdq_get_command: [bind-key/0x616815b68fb0] group 1588
1775986973.083925 cmdq_append <global>: [bind-key/0x616815b68fb0]
1775986973.083927 yylex_token: end at WS
1775986973.083928 yylex_token: bind
1775986973.083929 yylex_token: end at WS
1775986973.083930 yylex_token: -Tcopy-mode
1775986973.083931 yylex_token: end at WS
1775986973.083932 yylex_token: WheelUpPane
1775986973.083933 yylex_token: end at ;
1775986973.083934 yylex_token: select-pane
1775986973.083935 yylex_token: end at WS
1775986973.083936 yylex_token: send
1775986973.083937 yylex_token: end at WS
1775986973.083938 yylex_token: -N5
1775986973.083939 yylex_token: end at WS
1775986973.083940 yylex_token: -X
1775986973.083941 yylex_token: end at WS
1775986973.083942 yylex_token: scroll-up
1775986973.083944 cmd_parse_build_commands 0:0: bind
1775986973.083945 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083946 cmd_parse_build_commands 0:2: WheelUpPane
1775986973.083947 cmd_parse_build_commands 0:3 0:0: select-pane
1775986973.083949 cmd_parse_build_commands 0:3 1:0: send
1775986973.083950 cmd_parse_build_commands 0:3 1:1: -N5
1775986973.083951 cmd_parse_build_commands 0:3 1:2: -X
1775986973.083952 cmd_parse_build_commands 0:3 1:3: scroll-up
1775986973.083954 cmd_parse_build_commands 0:0: select-pane
1775986973.083955 cmd_parse_build_commands 1:0: send
1775986973.083956 cmd_parse_build_commands 1:1: -N5
1775986973.083957 cmd_parse_build_commands 1:2: -X
1775986973.083958 cmd_parse_build_commands 1:3: scroll-up
1775986973.083960 args_parse: flags end at 1 of 1
1775986973.083962 args_parse_flags: next -N5
1775986973.083963 args_parse_flag_argument: -N = 5
1775986973.083964 args_parse_flags: next -X
1775986973.083965 args_parse_flags: -X
1775986973.083966 args_parse_flags: next scroll-up
1775986973.083967 args_parse: flags end at 3 of 4
1775986973.083968 args_parse: 3 = scroll-up (type STRING)
1775986973.083971 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-up
1775986973.083974 args_parse_flags: next -Tcopy-mode
1775986973.083976 args_parse_flag_argument: -T = copy-mode
1775986973.083977 args_parse_flags: next WheelUpPane
1775986973.083978 args_parse: flags end at 2 of 4
1775986973.083979 args_parse: 2 = WheelUpPane (type STRING)
1775986973.083981 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-up (type COMMANDS)
1775986973.083986 cmd_parse_build_commands: bind-key -T copy-mode WheelUpPane { select-pane ; send-keys -X -N 5 scroll-up }
1775986973.083987 cmdq_get_command: [bind-key/0x616815b699f0] group 1596
1775986973.083988 cmdq_append <global>: [bind-key/0x616815b699f0]
1775986973.083992 yylex_token: end at WS
1775986973.083993 yylex_token: bind
1775986973.083995 yylex_token: end at WS
1775986973.083996 yylex_token: -Tcopy-mode
1775986973.083997 yylex_token: end at WS
1775986973.083998 yylex_token: WheelDownPane
1775986973.083999 yylex_token: end at ;
1775986973.084000 yylex_token: select-pane
1775986973.084001 yylex_token: end at WS
1775986973.084002 yylex_token: send
1775986973.084003 yylex_token: end at WS
1775986973.084004 yylex_token: -N5
1775986973.084005 yylex_token: end at WS
1775986973.084006 yylex_token: -X
1775986973.084007 yylex_token: end at WS
1775986973.084008 yylex_token: scroll-down
1775986973.084010 cmd_parse_build_commands 0:0: bind
1775986973.084011 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.084012 cmd_parse_build_commands 0:2: WheelDownPane
1775986973.084013 cmd_parse_build_commands 0:3 0:0: select-pane
1775986973.084014 cmd_parse_build_commands 0:3 1:0: send
1775986973.084016 cmd_parse_build_commands 0:3 1:1: -N5
1775986973.084017 cmd_parse_build_commands 0:3 1:2: -X
1775986973.084018 cmd_parse_build_commands 0:3 1:3: scroll-down
1775986973.084019 cmd_parse_build_commands 0:0: select-pane
1775986973.084020 cmd_parse_build_commands 1:0: send
1775986973.084021 cmd_parse_build_commands 1:1: -N5
1775986973.084022 cmd_parse_build_commands 1:2: -X
1775986973.084024 cmd_parse_build_commands 1:3: scroll-down
1775986973.084026 args_parse: flags end at 1 of 1
1775986973.084028 args_parse_flags: next -N5
1775986973.084029 args_parse_flag_argument: -N = 5
1775986973.084030 args_parse_flags: next -X
1775986973.084031 args_parse_flags: -X
1775986973.084032 args_parse_flags: next scroll-down
1775986973.084033 args_parse: flags end at 3 of 4
1775986973.084034 args_parse: 3 = scroll-down (type STRING)
1775986973.084037 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-down
1775986973.084038 args_parse_flags: next -Tcopy-mode
1775986973.084039 args_parse_flag_argument: -T = copy-mode
1775986973.084041 args_parse_flags: next WheelDownPane
1775986973.084042 args_parse: flags end at 2 of 4
1775986973.084043 args_parse: 2 = WheelDownPane (type STRING)
1775986973.084045 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-down (type COMMANDS)
1775986973.084049 cmd_parse_build_commands: bind-key -T copy-mode WheelDownPane { select-pane ; send-keys -X -N 5 scroll-down }
